上级地址,用户地址,总存数量,总提数量,未释放量,团队收益,未提收益,放大总量,
TVhZmVJkjw5nxEGKoW1uRTosNLTLE2CXSX,TBSjY2P5ebis8s9Bu49W1kbvPtWbuxukKA,9684.82,12411.8135,6957.8265034,0,0,19369.64,
TVHoun53w8EhueAUXvBxhkozyEpaSnvSJ7,TLMA3xmB8RLrz7pCYYrSy2XrjHG6yrUwc3,24.6,26,23.20000001,0,0,49.2,
TVhHvyEoyaxXRyrnuYGw2R8ZHrwWDGaNdq,TLLjw4Y6WEwbm8BtLkXVYAMuFihhoqJLSE,7605.07,15115.42979,94.71021341,0,0,15210.14,
TVhHvyEoyaxXRyrnuYGw2R8ZHrwWDGaNdq,TYQpS5FoDRB8mVVc4Qk2jxP5vF8dHcNKLk,17441.43,34635.16095,247.6990567,0,0,34882.86,
TVhHvyEoyaxXRyrnuYGw2R8ZHrwWDGaNdq,TJU6Y1has8qAdwKRrAm2njJimnoirV61Lx,17946.49,35658.76329,234.2167132,0,0,35892.98,
TVhfMjTuDfJdmSisrYR8bUCBdaaqY29Nh1,TEom3HM9azLqG1QfhrgpC6sKakMoHBVKEE,255.87,244.9568147,266.78318608,0,0,511.74,
TVgGHs23HsbZuvW4fDHHabnDe9SEc15otP,TJnvmMhvANVgT7csbBUrQqnNFHide8nj6W,286.4,543.6778924,29.12210762,0,0,572.8,
TVG15Xc4RBbE6BADd1DfsKQGQz3iinySjA,TVb7Pd9CUF5BMxPaKLZfUDyuYiBVMJzqWC,50,0,100.0000001,0,0,100,
TVG15Xc4RBbE6BADd1DfsKQGQz3iinySjA,TUeeDNwDtd3q1BpstzzDqfNd9aMdqkiqWK,554,569.7145691,611.65779871,0,0,1108,
TVG15Xc4RBbE6BADd1DfsKQGQz3iinySjA,TPtohYCxUEqfjtYHmEjwARs2D67oZfxERM,660,555.6763154,764.32368474,0,0,1320,
TVG15Xc4RBbE6BADd1DfsKQGQz3iinySjA,TCCdCZYiH4zi5vejtp1nzJsnU17qo1DD7h,1677,547.631017,3214.33746974,0,0,3354,
TVG15Xc4RBbE6BADd1DfsKQGQz3iinySjA,TGKkk5DeRpQeWWVAinqqT4LprZ5VJcz3R3,24308,11623.81478,36992.18522,0,0,48616,
TVFt6broD5QERhjzjwjunTQoRCxo5zUsPp,TKFq6VrDzKyn3QgimpogSgzjk8Xiah8Fww,1079,330.9019976,1827.09800221,0,0,2158,
TVFD3Rd3kQrk5zmq8jhtUChMntxE3Yki9F,TL9vsu1HrTfyvR4NN5KVDNUtsTaWvfBc4s,2102.4,1120.86616,3083.93384122,0,0,4204.8,
TVf4pYjm4tjdcoGU5TFsfo72QtyWnNH7Fg,TT92xLRiX8tE8MzsfzywHCgvYLYEYZ5kDR,125.55,25.555961,225.54403897,0,0,251.1,
TVEVabQ1jAFeBqtM7661emcfHh1pqysNeh,TXcr4nxe8fBe34yijJTHeuQi5odvd55P1E,1685.2,3248.26719,122.13281,0,0,3370.4,
TVEMS2yKm5oJ7SLAQ3e2Dw3HiBwGBQz3G7,TPNskyzjZZnBUSd5rYZFyVN6TBhP8afNMA,2992.71,5938.158241,112.7483373,0,0,5985.42,
TVEiZf3iW2WBSrmF8W99ob1GLijfBandKZ,TSSMo6apKB3A2iazp5m8barQQ45RAF9MVo,448,140.3157001,755.6842999,0,0,896,
TVEiZf3iW2WBSrmF8W99ob1GLijfBandKZ,TK5AS3bUCFD2Vp3xLPHA7w1SdgbxWGDqmw,7978,2176.380561,13779.61944,0,0,15956,
TVEiZf3iW2WBSrmF8W99ob1GLijfBandKZ,TQXYoXfqBxUTEVrTmr2ThyqFtQRG8qsCki,23019,8958.654796,37436.65479122,0,0,46038,
TVeegET1FYSyzoRJgMp7PPCT8nhLyPdavU,TNrhutMiuMLg4TXMbuB1UrrcViQ1zYqFNq,257,27.65795152,486.34204852,0,0,514,
TVeegET1FYSyzoRJgMp7PPCT8nhLyPdavU,TMzYFkaBRL5sZHAwqjHjktsrSFRWx6SfWk,500.76,41.76619629,959.75380371,0,0,1001.52,
TVeegET1FYSyzoRJgMp7PPCT8nhLyPdavU,TEcTk76jwDEC44K288nXawD9zATSyYjiJe,1343.44,1016.446953,2030.44695346,0,0,2686.88,
TVeaPqq3oVnFGuy3scsTN79DDu5mdAqhNd,THbyxcfghgBgzaZ7MVjuXiWjyef4dLMoTS,253,41.03652983,464.9634702,0,0,506,
TVe5aWCcX786dFB6WfZ1KJnoKJKTSLgZVC,TSQhifQb9PVo62sR3G6VMxcHKzfNGTELCU,4468.6,8860.078143,77.12185734,0,0,8937.2,
TVe5aWCcX786dFB6WfZ1KJnoKJKTSLgZVC,TAMzfYfyTzp9FP6YFo5LR5zq822GnJ94AS,4689.7,9230.763078,148.63692297,0,0,9379.4,
TVe5aWCcX786dFB6WfZ1KJnoKJKTSLgZVC,TZDaoq6mdg9kVkRNdbhBi3oDQsEhbar7et,54640.93,108658.8474,4792.0075223,0,0,109281.86,
TVDmXQGEextW77A4sW1fTzJWxrUMz7Tvrc,TSKHd6uF4JVxFFc4wGaAQg9bhFR19NL5gc,81,48.51071645,113.48928374,0,0,162,
TVDmXQGEextW77A4sW1fTzJWxrUMz7Tvrc,TM6GehgwKAvCBLTqhSoYgeJdTbkN1taMPG,359.2,207.7963142,510.60368572,0,0,718.4,
TVdmripKJsNZpq6iN4wjuDZ7J4jHoA5kvd,TN91L1uPsVZ9iAb9EKuyjK7v95k694SnTt,213.87,108.5090967,386.90909673,0,0,427.74,
TVD2BWSxp7SR5XnfTg8tVZpzbnt2GaJsbV,TV7Jh4HpS5J4WMuHnr8GSekrVqMHwUMQmU,8743.1,3026.622367,14459.577638,0,0,17486.2,
TVcSDgHZLHKrU9PJUrTEEecDgcAWLkEyZC,TFfj3f69s56BYoooGyCu521mw66LzVFWMw,572.9,162.4715356,983.3284644,0,0,1145.8,
TVCnmVzJMuVgH2ZUmBfnQ8BwYwyXbYVku9,TCSicrwaFdTByvoNU2fGbbc4dFJSZvByLE,3068.53,6010.125434,258.20273115,0,0,6137.06,
TVCLGiWrCGFMe8pSkRtpzKgqgbzfPhHXhy,TYnk2gRAchZzXrF2F9vA86Z7TF2RyYzfnq,100,0,200.00000006,0,0,200,
TVbmbgqkk4V83sicXnHnRVR1vHSfcRLYb5,THtqXSThrBKUxh635e8BoNjHLH9Xtvkx24,150,53.26596504,246.73403508,0,0,300,
TVb7Pd9CUF5BMxPaKLZfUDyuYiBVMJzqWC,TS576veAVPgaktgbHTSQMWb2cPTi5uojAf,356,0,712,0,0,712,
TVAKZ7hWDtU4xZwfTqVh3jXRSYgaBTnNnp,TCEvfKipqp6bsu38madKBhFng8h8ihfbdA,39,18.38923206,59.61,0,0,78,
TVAKZ7hWDtU4xZwfTqVh3jXRSYgaBTnNnp,TAuSvyDY5vJ7Eikye4Jr9anB2BNkjb6x1C,1244,49.04938574,2438.950614,0,0,2488,
TVAKZ7hWDtU4xZwfTqVh3jXRSYgaBTnNnp,TNtqbwbejPnwcrrMSCxL4w6B6aRZsBms45,1847.74,671.0149281,3024.47 ,0,0,3695.48,
TV8d4Zk7w1eHJ9aaFgcjPEqJdj1jb128Tm,TLTqHad4TYJSjopwHiTSVRyFt53pVD7D2X,207,414,0,0,0,414,
TV8d4Zk7w1eHJ9aaFgcjPEqJdj1jb128Tm,TFke2gNUHQD4G5CU2wkyPSqcMSwRxRS3MR,1307,1036.588975,2478.19175656,0,0,2614,
TV7Jh4HpS5J4WMuHnr8GSekrVqMHwUMQmU,TBZkuHyAy9S4sTfVbpjoP7qWsYviNJbaSB,362,115.0096959,608.99030411,0,0,724,
TV7Jh4HpS5J4WMuHnr8GSekrVqMHwUMQmU,TKcUcCk7wnnpP4KsJHTBZ9teUFnnYLL3kv,610,110.7403514,1109.25964903,0,0,1220,
TV7Jh4HpS5J4WMuHnr8GSekrVqMHwUMQmU,TXq66o9tGJ666WDy7hn4GBZ1UAg6MiF1Sg,1079,579.6153782,1578.3846216,0,0,2158,
TV5BZaZgQgQ5thKXTRMo38UgpAZWELuXwX,TQJJu1GR2QH3YiPqrZ8vJVcT1Nh67QnALH,100,0,200,0,0,200,
TV3i9ZhB1fat7uvSjywbFZ3Xea5cp3oPH2,TMyAj5ZiXmuh7e6DbQfU2aUh3PWKC9ZwPS,403.23,289.4424808,517.01751954,0,0,806.46,
TV3ekzpyV5PA6Hrh9JEYRduYt3i2ZGmw1R,TEgdckwzWEzRPTxyLmUViTDhsVghcXLxU4,10760.35,4789.530513,16821.13820611,0,0,21520.7,
TV27cgLGMTjfvSuiiRTfKVSURmZHkcTP6S,TMBwrDoQFVaJKBHZuR4JxDWQgTqJn8VWmn,1873.31,185.5164213,3561.10357822,0,0,3746.62,
TV1S3GfCc3QgQTyjTh1eHcUihzvbDquhLC,TPHomBpyTrdwhAwwF7cB9yTid39XzzBENG,50,0,100.00000002,0,0,100,
TV1JFSZEDfsP9qxMsBZqZZ6uP3PXg2h8CQ,TVSUxL2MDvHK55JYQCzpLupwNgWTrdoYnq,159,33.12202516,309.52658265,0,0,318,
TV1JFSZEDfsP9qxMsBZqZZ6uP3PXg2h8CQ,TVQ4nzGzShgto6k7cQnZeuteY1BVRdWof5,187,86.79025089,287.2097492,0,0,374,
TV1JFSZEDfsP9qxMsBZqZZ6uP3PXg2h8CQ,TYNqTs58xMnK43fdks1BvfnN5FCyPbWz7K,503,221.5114955,784.48850449,0,0,1006,
TV1C6PLbvnRnVN9e9KXh3uqGAb6sRbHbFL,TBqNFjuHcVn8hhaMeHLaw8gY1BkZqRW2AS,0,0,0,0,0,0,
TUzz1m4XscLcG4BD4jZMLKAfQWt5am5WMh,TPcuBs5bJzjPEvXfzSRHEL7uehWYzCSyRj,374,650.7383239,366.73832395,0,0,748,
TUzM7XRtJ1BFqBDt1HdEDXJ1SWwFr3Pdd7,TAMefAWqLM3qfwXU3hsxUYGiwATK2AbGbR,14327.63,4513.190929,24142.06907,0,0,28655.26,
TUzHnuN7xJ5CaeA89gsJTAh7xyi1efDKQf,TRpydcj6jse84oQ4t7YSuNopeT8bekXSyV,82,139.3566717,24.64332845,0,0,164,
TUzHnuN7xJ5CaeA89gsJTAh7xyi1efDKQf,TCKB4QphCamUJ4THawkzw31hpWNn3Z8phQ,2372,787.2801746,4484.65544996,0,0,4744,
TUZBcVtVZhGWvpQhWRVrWN9wPnESTrBXzQ,T9ywaFb9veRsLqtKH26qYYYSAEDv14DcM9,459,796.5104324,121.4895709,0,0,918,
TUZBcVtVZhGWvpQhWRVrWN9wPnESTrBXzQ,TLZsFRxGWNH3xvZDznh6f6bKQevRR1yjKP,1211,1702.561964,719.43803809,0,0,2422,
TUzB59W6eL71Qwui1f9wNs46Rd6ZpmqZcs,TGFE678k6JYHCdZz2GsGgYxJjmgL9ZJJg1,2937.78,5813.845711,136.90549669,0,0,5875.56,
TUyzNvDhvimYYb9PmkuPBYkyjJacbPh3Ym,TQ4bNE7MShCtsqntgfEh6hFtZWDCM1qb1B,175,168.9461396,214.94613991,0,0,350,
TUYw9XdAGGo7zbMXZDushxzKVg9qWEPVXr,TDDi2nAGqe23Hyg91EgdNN5N7LoYYKkuwg,73.68,23.74647961,123.61352045,0,0,147.36,
TUYw9XdAGGo7zbMXZDushxzKVg9qWEPVXr,TP1Q4auNKgveaQBnTyjaVqPYfPpD8ecepK,86,31.05848811,140.94151192,0,0,172,
TUyrNb7hyQJZd3gq26Z7c9jCdJwyAzNgTT,TQQ9PjxsBWKtrj7o8L5BxBqn7Brt8rUDJW,90.1,170.6973606,9.50263991,0,0,180.2,
TUYgrU6vaYsuF9ttMbzXpXsoekZLKWLTP2,TJu7uAiWXyC1UKF1r8ziM25Mo1LN5LinHc,692.52,1293.566842,91.47315793,0,0,1385.04,
TUxQW6PecQD3mqNf9d9Xkkf6sMiC7iwyTM,TGmTvauMDyKFQJ7tqooUTbuzoVWffwU868,233,0,465.99999996,0,0,466,
TUxQW6PecQD3mqNf9d9Xkkf6sMiC7iwyTM,TXXqkdPZ9mPqC6GmwdRa4q29CMiidLAEgc,244,11.24807435,476.75192562,0,0,488,
TUXqERzGgu3D8LKVsQN6cJjCevkDLtrLdB,THFqLhvBD32C1D7x8fr9x4io2wMx388usf,3759,88.36674153,7429.6332583,0,0,7518,
TUxE6eMFcTNqMvn5kS72mT4mBXqk7oTCgb,TWRkqrnraJKZ3zUovoUpKk6t1GjTzaSL2t,1033,638.42996,1427.57004045,0,0,2066,
TUxE6eMFcTNqMvn5kS72mT4mBXqk7oTCgb,TNfUx9BhVh3z1LkUmPd4ibpHS7yS5EqAsB,2571.8,1808.384831,3335.2151691,0,0,5143.6,
TUx4wyBFzP3AoKXWeAcBf7nYbNBXPzUjHj,THCYysGCmfEqYJZHuCm8kVnR8rB2YArhw6,797.53,1565.287105,29.7728952,0,0,1595.06,
TUwTH1Ch7hMqL3ZEejMAfFAAWkjPEnDKRs,TLHbQYgx7zTJEzLvn7j584Nft56mHwjhU4,2555.73,4870.639916,240.8200839,0,0,5111.46,
TUV7rVMrrP33jts1XZemDviMDCRES983N4,TS3VDLxpZ2q6HPbthBfH1Bu7GjHGqbBQM2 ,3298,4046.117372,2549.88263,0,0,6596,
TUV7rVMrrP33jts1XZemDviMDCRES983N4,TDiUV8S8Q6XgKFMKmL1qBijbe482t2E45p,8369.565,13447.8055,2648.194502,0,0,16739.13,
TUUrek98N17Ucgzmp1imaNg5Zuv4hjAZVW,TXK5DZP1Ho5McydKFp4uiLb1avaN5mi4nS,100,51.11281278,251.11281286,0,0,200,
TUUrek98N17Ucgzmp1imaNg5Zuv4hjAZVW,TCMRbNVz9NVBCveSATPrMjYHPNK3rLM3rb,217.28,402.1114625,32.44853843,0,0,434.56,
TUuHb1x7jHEfSExr5Fbb4zWND3qCi3aRML,TMq4g35wfcvXGUdEmDaPxPggLvBb3ZxkkM,10,0,20,0,0,20,
TUuHb1x7jHEfSExr5Fbb4zWND3qCi3aRML,TU9tamjiYNkgLpeiDLZ9kjhbWYQAVsj4mG,10,0,20,0,0,20,
TUuHb1x7jHEfSExr5Fbb4zWND3qCi3aRML,TRvWRSwwaHJRMVkYE3RHiJPzF6xpVvqaGf,1083.37,1868.868421,297.8715787,0,0,2166.74,
TUu9X8txujZaKSn4moUkNAjBGmZXQNxqqK,TR7bH39iBTEj7QoUDdiB5nxi1hMRoP2cJw,2167.6,4225.17123,110.0287714,0,0,4335.2,
TUtvNdYfoL1hkAtYbsjWeXF4pbxTsfuHFd,TAVwRfPeXKR59F2T8gCZmih8Q4N3GdApgE,692,392.6766936,991.3233065,0,0,1384,
TURw8MJhpAJmVPys9FfXz8v2DnQ15x9uvK,TZBDX6Uvjb2j9JjdkXuYGzyUWpcpoCYyDY,15222.05,7053.872967,23390.22703,0,0,30444.1,
TURrFDrMA4kCWVS8e2fQ27Jaiyw4uecUK1,TNNiT9wEs19cq5DHcVddFSeg6wEbyDvL6s,2559.02,5056.088245,615.46824514,0,0,5118.04,
TUPFwYfyec1DtMxLvZkHhCabDQJ844PHk5,TS86JpYtMQGCfhZAbKcX3afbnu6gYyot6S,212,36.3748103,387.62518967,0,0,424,
TUPFwYfyec1DtMxLvZkHhCabDQJ844PHk5,TEp4VEqMDpiLSdiWcLVaiY5CHmf3EvRumT,425,0,850,0,0,850,
TUoQsu4ojn1PpT9MmKcTCd5taumeQUjLTx,TJGKTXvDWqwSgRxSxsQ7AfBudgXuZMPjGF,644.39,1196.530906,92.24909587,0,0,1288.78,
TUm6r8eSBLzPRTRwk6B7KVDRiMFLaLVQic,TGbarh4GLtbFF5GUX71KHzbpSgN3KwVsuM,852.4,1560.492965,144.30703569,0,0,1704.8,
TUKmJjgtvbruQtyqkjqJrfqLW4e3jEwUyY,TSMTDEjd2vZdm18VDqT35FfCYcB2xq6VK4,2919.93,5700.999974,316.68526633,0,0,5839.86,
TUKM8aYuj7KhrM1o7Hr8PCZbBD2a6k7b6w,TVk3rwE4FJFv3iyfoTE9ksEMdXiDKqKuxz,1518,2957.936564,78.06343888,0,0,3036,
TUkj8M14gHWjZtAGqn6JX4PyuYbdxqrZym,TCgbgS4TRCtJgnb2i1N7hYxuapBxiJKnTp,2890.75,5735.170718,46.32928174,0,0,5781.5,
TUkeGXLJBHdQSvVcVQtQtk2KeFhniaed9G,TNRtc3rhaF69gC6D5hVzPWHLCB3s88NaUu,85.07,170.14,93.35278996,0,0,170.14,
TUkeGXLJBHdQSvVcVQtQtk2KeFhniaed9G,TYvFS4MNBzswwrnYXRZvordE5SrZQYMxfv,269.48,291.7730103,247.18699009,0,0,538.96,
TUkeGXLJBHdQSvVcVQtQtk2KeFhniaed9G,TMKrnozLDioEsMmVtVag8h8fAFzuiSSSbX,2171.08,1674.97011,2667.18989129,0,0,4342.16,
TUk3HRT9TdBEG5c1XEvp6P922DeiKeVYD5,TVs7ukDGNzUTKEsnDb6w9aCkzGSdY8TNUj,2000,499.4736205,3500.52637985,0,0,4000,
TUJnp5eVnYTaB9mVweauy3pu6BU5PdH4Fd,TJrCZCUjz1kZwTnAc2idEuoXuzuDG1uDoV,250,192.2525223,307.7474777,0,0,500,
TUfK2aV4ZBhaL5ecJqXaBQ2oQsTbbJFDvD,TAnncxccgZ4QC85umqyyKJCxuhxDYour8F,3000,1503.36178,4496.638221,0,0,6000,
TUfDa5xwc6JDqFUvdAVqPqXUrbyFeoguBG,TSNGzJ2fvRui4hZGzwUx3SJCX6cJv733Qc,3786.79,7456.958891,116.621109,0,0,7573.58,
TUf4DthswABWXD16MAfkZpodhsmRTKXBWs,TED3nuhq2jxS4sXCSvsTVK8ADwGzefg8G3,1971.59,3896.131594,223.02243562,0,0,3943.18,
TUf4DthswABWXD16MAfkZpodhsmRTKXBWs,TWTbMCFmcSFvRqTMbGkJp9EULbcsb6zcqL,3834.01,7491.768375,309.7050498,0,0,7668.02,
TUEj7vGRJ8zUi3iLKpwryAfP5gJjxU6FfW,TKNdhx2qM5vbvntV7ycGFuscGAcDTPV88f,13282,26246.44487,334.2117958,0,0,26564,
TUEj7vGRJ8zUi3iLKpwryAfP5gJjxU6FfW,TKoP3ioaq2hBQsEZcXiAWRzUrL8jwjTkTj,25000,0,50000,0,0,50000,
TUEeg4N2RQd8AG9kixNCfMUbayHpbB6DSv,TG3M5RLdC88voe8vCDpeuXHvrHtMutwWTN,1629.48,3106.311476,194.96193096,0,0,3258.96,
TUeeDNwDtd3q1BpstzzDqfNd9aMdqkiqWK,TFGUCeSyn2nygcSS15f3qMu4SmovMyfDWY,3682,2163.924926,5200.0750746,0,0,7364,
TUEaSrssJcZRuv9a6sg7GSmwTBtdpqaJM5,TCgT4LDEJTQKFXq5UTX1JogSe16ufXpTsi,1558,1180.028465,2179.7333439,0,0,3116,
TUdx3dNxe7r2SABEHdFpe1Zsd7zFyvaoEJ,TGhZEDqGPiG7gw246vUiNK2UKCKirNsy97,100,92.97895633,107.02104367,0,0,200,
TUdx3dNxe7r2SABEHdFpe1Zsd7zFyvaoEJ,TQTcy4JT6jeouQLeZLio3j2gkRad3i1Hzq,500,567.0286686,484.75127279,0,0,1000,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TSPeTbgrLPeay1dsD2wW8xqiZgJMdr3PXF,79,29.08240717,128.91759282,0,0,158,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TNed5vUVhoZKywTApK6Cd2CA6sCb1Qq4ut,194,54.20563269,333.79436729,0,0,388,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TJw37W34mPRqdxvHzvBRrmJqMfxeYnUqTf,271,171.9632844,370.0367156,0,0,542,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TMytrkh6GGmSXvmZeXu3ry28QwSzUz6Gwc,282,187.5743924,571.57439236,0,0,564,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TRB3n8UWx6XEy31R6zYLoNFk9XVidHfRbs,422,327.6230901,1095.51050921,0,0,844,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TG2TYJYAenuZu7tx4LAb4SH6weXGsLtpqQ,430,230.1746122,629.8253878,0,0,860,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TGPqfCFDzksZ2QYugpuJwgS7UNL1BPGB8H,646,146.1162952,1145.8837047,0,0,1292,
TUDWW8xxruvMQ4Q1phjVJwbpJUUfY8EuZT,TV4Tbq8Vm4X16bwc8sarRo4hoGgxrZ4cUz,918.362216,706.1102663,1130.61416568,0,0,1836.724432,
TUDsDLUPS87D3zp1aR7maZBxuCthG5AWTz,TQSahYrADPf1D3vD1f4aqrw81iXb3B5qpF,0,0,0,0,0,0,
TUDsDLUPS87D3zp1aR7maZBxuCthG5AWTz,TDpGJxcjmAeuYJihttyqTeVArkbm5Q4gFi,10,0,20,0,0,20,
TUDsDLUPS87D3zp1aR7maZBxuCthG5AWTz,TV5BZaZgQgQ5thKXTRMo38UgpAZWELuXwX,100,0,199.99999997,0,0,200,
TUDn3VzBVS69MyZGs6hf7zVAcBHGtHGmxJ,TLuQ4bRwbbeBidUNgWJ6GhgKmW7XwCVZ5D,5244,5502.745823,4985.25417703,0,0,10488,
TUdLb71KLR6ZQFvqG4mjGRaPGCefoVXsNw,TWddEf1kdhh1geFfzwZq6UdLbdbeo7txgW,1313.95,822.7926314,1805.107369,0,0,2627.9,
TUdLb71KLR6ZQFvqG4mjGRaPGCefoVXsNw,TNQm1qVXdeMZjLupdcF7RAU2Q4FvHrLLE7,1322.34,823.0059743,1821.674026,0,0,2644.68,
TUCtpwi5awCdeL2jqc7bqCHBh78gohRv1P,TVCnmVzJMuVgH2ZUmBfnQ8BwYwyXbYVku9,3058.8,5939.993401,177.60659955,0,0,6117.6,
TUcoaU9yHTBfQfVAnXiuYizqXGZXVpqSSX,TJ6H7DYeL7c1fPTT6KYGcyxU73FzARgGyo,220,20.3324623,419.66753772,0,0,440,
TUCMsBanh5tfAMSmYf9p8cFgA6XWWVbg4C,TAfyGvmYNmsGCPx3kR71Rk8QnKimbKuSzB,50,0,100.00000004,0,0,100,
TUCACphjUAAxQURyukhbKKby259jJaRxtU,TKUNj28sBgusB4GJGZVhCAcjXaYsYjJBwf,321.95,455.0374782,188.86252198,0,0,643.9,
TUbxjejAp3ehBcjRYXp8xH7996S8ArjJeA,TGtZ7vGwyPJW4xjBEBcrfQDzyr5yNUm6Pa,100,0,200.00000007,0,0,200,
TUaHUxU7KENbF4KdkGJpG6SLSLtYC7XmdA,TMLPi94tmmStdCSJdP9H3Hjqk51PRkjwXo,211,51.1973979,370.80260212,0,0,422,
TUaHUxU7KENbF4KdkGJpG6SLSLtYC7XmdA,TWWpf7LxUH395PtBuvDoca3pgw6sDAH9kf,1274,748.3470316,1799.65296812,0,0,2548,
TUaHUxU7KENbF4KdkGJpG6SLSLtYC7XmdA,TBHdF5NTTr2rcU9GKYkcrsXgcnJDwghCPb,1337,2206.487331,467.51266905,0,0,2674,
TUaHUxU7KENbF4KdkGJpG6SLSLtYC7XmdA,TFoXU6Dkdu6JgK2eWQLvxxGzTyz7CtUNSX,47324,14704.44827,79943.55173,0,0,94648,
TUaHUxU7KENbF4KdkGJpG6SLSLtYC7XmdA,TULJKJxbgG4ZJMCdmxtQdsu7ZzsbzQX8dK,55984,30387.61131,81580.38869,0,0,111968,
TUaF8k7Vub8zFUsay9bE3hZj1FnQmL4zvp,TPrRHhoPzRRGF5mffK4TJbpqXKrwMDSefj,1793.48,3341.660688,292.26072042,0,0,3586.96,
TUAdAoBv3dfoYxjRBVz2zbL9A23nYtbf2U,TFeaJYS8uhCQfEKHbFgFMNBasHKp8sCLrz,1002.7,1852.869839,152.53016058,0,0,2005.4,
TU9XeHa4mGKWKkZGyzT9gMLvS6EwFgXp15,TAJW7YmyNL666xjxL7LwkdQTFwebnuJKBL,0,0,0,0,0,0,
TU9wfXSyhRovSDiC4Yv9ptzKrBNMHzV9K6,TGuZ7US7aEDK4VbHab71RBKyffAqvEhSBQ,466.6,910.0663256,23.1336756,0,0,933.2,
TU9SaVoed3iKK1mdfTe8NdTwxFJopDprcR,TXJ5Y5tdNakdE9Zgsw9iTNbsP7BbhJxcUP,500,0,999.99999999,0,0,1000,
TU8xNjSe4V2USBZP6MocZeuTiixGQXzcfJ,TV5zMcYgXcxBbFWzBFCLtfLiVoe9VCcjMa,1788.3,93.84030553,3482.759694,0,0,3576.6,
TU4Ba1qmZ7FAmTBePwJEUGzoKaKsP56Lf8,TRnYek7C3nncdpvjwRAsrmiPj83fZwc4yQ,947.66,642.0881248,1760.08812451,0,0,1895.32,
TU4Ba1qmZ7FAmTBePwJEUGzoKaKsP56Lf8,TT8LDTW5fgZP7dqb9cmKF9ZUcEVQajGVEa,1689.1,1464.399846,1913.80015472,0,0,3378.2,
TU45PDTP2fiiDGP7mvW3zP2Yg3sikbBcPY,TRrozXNN9vTdL9uiatjfHvrvFHbYduC8yr,42.6,12.60121531,72.59878471,0,0,85.2,
TU3JVV3zneBaa5mRq6PqvNQoKJ3ogqGfyX,TYZPUbTn3ZDiP6gDN9moBtdeMBQKy6QCyY,2213.3,213.7581185,4212.841882,0,0,4426.6,
TTZtLm4DuZzkgXPm7FGAkZaibf4WC9YXt5,TN7pByGptqeR8Cc8HHVpxRTib5UAz6A8i8,2558.71,4941.658237,175.76176547,0,0,5117.42,
TTZTfqEBHp3NMqzujYB4Xm9A93NMFknmrJ,TAkqkQTkcvKwix1naHkABc1pRsj434DnA3,4423,834.7051599,8011.29483988,0,0,8846,
TTZhvZ1CqeTbcH8qqkpwehAuMabZ7KqAny,TR8VZAxdB91frH24fPC2pqFhhQTABhXvKh,100,47.36410005,152.6359,0,0,200,
TTZhvZ1CqeTbcH8qqkpwehAuMabZ7KqAny,TM3tgKQgwHFe5p6ha4qeUPRkTfAuynvMXc,521.97,448.0378329,595.9021677,0,0,1043.94,
TTyFcAYrSx33aBKF2v2BmeSfZqneoCYGxW,TG3UsystKi2GCNVHCt3X4znpr7DLdZeYNu,143,169.7867512,116.21324961,0,0,286,
TTyFcAYrSx33aBKF2v2BmeSfZqneoCYGxW,TA1KZt8otauhgiTVMCUb1qRQqeXMmJVuYa,1518.93,2968.398444,69.46155722,0,0,3037.86,
TTyFcAYrSx33aBKF2v2BmeSfZqneoCYGxW,TULB4ce2YfRuGdX1EeCY5sjyhVTv2QQGyp,8980,11292.67804,6667.32196271,0,0,17960,
TTY7Y4VoXHaQNsdSE3JtdYc9kdFJbAEyrY,TK9zVA8h4jnPDxGsqyMJW3ETX3jswek31N,949.32,1867.809593,30.83040722,0,0,1898.64,
TTY4u6KTav3dJUdBp6FQcjGQSpfxzMPqU7,TCfpzyaSeGNNN9HHPEs1vG51SP5MW3hrqC,137,0,274.00000003,0,0,274,
TTY4u6KTav3dJUdBp6FQcjGQSpfxzMPqU7,TKmZJTNDLBRQzE1rgcZZ8H4pYbDTPBXy8h,295.8,55.80232506,535.79767495,0,0,591.6,
TTY4u6KTav3dJUdBp6FQcjGQSpfxzMPqU7,TYPNx3jSErYW4PRdDK5XYiiLfSN5i6Arvi,4247.42,791.4411199,7703.39888004,0,0,8494.84,
TTwxt8sBcvNxwhM1GepF8GggBXYkANY9sQ,TTGLq5jywXgK1F9CSrbSYejHGccPFdVFJP,370.8,105.8678921,635.73210788,0,0,741.6,
TTuGmTHXJ3GDNuJKTHtx9tftHQpyLCFkpK,TJSHTXmq5cUWha9qcYfwyZiYMyLGQtHGjG,0,0,0,0,0,0,
TTuFPR4ukjbVtq8mq1EAs1KE5PyMiizz6C,TSx6eoigAdfLW2K6D71PG8FtcSbJiWzWuM,292,218.0067195,365.99328051,0,0,584,
